CO_UNIDADE;CO_END_COMPL;NO_IDENTIFICACAO;TP_LOGR;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_MUNICIPIO;NO_DDD_TEL;NU_TELEFONE;NO_EMAIL;CO_USUARIO
3543400000000;1;FACULDADE DE ODONTOLOGIA;8;COSTABILE ROMANO;2201;ANEXO 1;RIBEIRANIA;14096380;354340;16;36037000;;MAURICIO
3543400000000;2;FACULDADE DE FISIOTERAPIA;8;COSTABILE ROMANO;2201;ANEXO 2;RIBEIRANIA;14096380;354340;16;36037000;;MAURICIO
4114410000000;1;COMUNIDADE INVERNADA DO NARDO;23;INVERNADA DO NARDO;0;;INTERIOR;85540000;411440;46;32431470;;CNESMANG
3201410000000;1;CONSULTORIO PSICOLOGICO;561;ALADIM FROSSARD;75;CASAS;SAO MIGUEL;29360000;320140;;;;CASTELO
3129700000000;1;POSTO DE SAUDE;81;GETULIO VARGAS;203;;CENTRO;37990000;312970;35;35449740;;MARIO
4216610000000;1;CONSULTORIO DE SAUDE VISUAL;561;DELAMAR JOSE DA SILVA;100;SALA 04;KOBRASOL;88102100;421660;48;30352515;;JULIANA
3106210000000;1;CECO- CENTRO DE EXAMES COMPLEMENTARES OCUPACIONAISL LTDA -ME;561;CURITIBA;705;6 ANDAR;CENTR;30170120;310620;31;32016433;comercialbh@ceco.com.br;SMSAS
1505540000000;1;CADASTRO INDEVIDO - POR ENGANO;561;0;S/N;0;0;68515000;150553;0;0;;SEMSA
3146400000000;1;CENTRO DE SAUDE PAINEIRAS - ZONA RURAL;81;LOURENCO BERTOLDO;S/N;;ZONA RURAL;35622000;314640;37;35451878;saude@paineiras.mg.gov.br;PAINEIRAS
3300410000000;1;MARCIA CHRISTINE DA SILVA PEIXOTO;81;ARI FONTENELLE;183;CASA 2;ESTAMPARIA;27330670;330040;24;33236992;;GISELE
3143310000000;1;AVENIDA JOAO CHAVES;656;JOAO CHAVES;611;;JARDIM SAO LUIZ;39401048;314330;;;;DANIELIPR
4109650000000;2;01 POSTO DE SAÚDE SAGRADO CORAÇÃO DE MARIA;104;SAGRADO CORACAO DE MARIA;1;PREDIO;IINTERIOR;85548000;410965;;;;SAUDE
4109650000000;3;2 POSTO DE SAÚDE SÃO JOÃO;104;LINHA SAO JOAO;2;PREDIO;INTERIOR;85548000;410965;;;;SAUDE
4109650000000;4;3 POSTO DE SAÚDE CAPANEMA;104;LINHA CAPANEMA;3;PREDIO;INTERIOR;85548000;410965;;;;SAUDE
4109650000000;5;POSTO DE SAÚDE COPEL/SEGREDO III;104;LINHA COPEL/SEGREDO III;4;PREDIO;INTERIOR;85548000;410965;;;;SAUDE
4109650000000;6;POSTO DE SAÚDE UNIÃO DO GIGANTE;104;LINHA UNIAO DO GIGANTE;5;PREDIO;INTERIOR;85548000;410965;;;;SAUDE
1505560000000;1;CAF;81;RUA VIVALDO LIMA NUNES;0;;PARAISO;68545000;150555;94;33568299;;SEMUSA
4113600000000;1;FISIOTERAPIA;81;JOAQUIM NABUCO;SN;;CENTRO;86790000;411360;;;;JOSIAS
4121200000000;1;UBS CACHOEIRA DO KNOPIK;31;PRINCIPAL;SN;ZONA RURAL;CACHOEIRA DOS KNOPIK;83840000;412120;;;;CNES
4121200000000;2;GABINETE DE SAUDE BUCAL FERREIRAS;561;PEDRO ZOLLNER;301;PREDIO;BOM JESUS;83840000;412120;41;36238100;;CNES
4121200000000;3;UBS DE CACHOEIRA DO IPANEMA;31;PRINCIPAL;SN;;CACHOEIRA DO IPANEMA;83840000;412120;;;;CNES
4104900000000;1;ENDERECO COMPLEMENTAR 1;561;DOUTOR JAVERT MADUREIRA;976;;VILA RIO BRANCO;84172060;410490;42;32335242;;MARIA
4104500000000;1;POSTO DE SAUDE CRISTO REI PSF CAPANEMA;544;CRISTO REI;SN;ZONA RURAL;CRISTO REI;85760000;410450;46;999193939;saude@capanema.pr.gov.br;IGORSAPPER
4104500000000;2;POSTO DE SAUDE TIGRINHO CAPANEMA;544;TIGRINHO;SN;ZONA RURAL;TIGRINHO;85760000;410450;46;999171893;saude@capanema.pr.gov.br;IGORSAPPER
3519080000000;1;FUL;81;SALDANHA MARINHO;328;;JD AMANDA;13188167;351907;;;;351907
4302360000000;1;POSTO DE COLETA LABORATORIO CHIESA;552;SAO PAULO;400;;MORRO TICO TICO;95765000;430235;51;96279868;;SAUDE
2402610000000;1;CLINICA SANTA GEMA;561;JORGE FERNANDES CAMARA;130;;SANTA AGUEDA;59570000;240260;84;32742927;;LEONARDO
2905810000000;1;FUNCIONAMENTO;81;RUA DO PARAISO;147;;CENTRO;45445000;290580;73;32551080;;SLIMA
2208210000000;1;FCO DAS CHAGAS FORTALEZA;561;FCO DAS CHAGAS FORTALEZA;185;;CENTRO;64660000;220820;;;;SCNES
3546400000000;1;CENTRO DE ESPECIALIDADES MEDICAS;81;JOSE EPHIFANO BOTELHO;401;;CENTRO;18900000;354640;;;;SMSSC
1300300000000;1;UNIDADE 01;713;COMUNIDADE ROSARINHO;SN;;ZONA RURAL;69240000;130030;;;;SCNES
4100410000000;1;SUHLAB POSTO DE COLETA TANGUÁ;561;BRASILIA;52;;TANGUA;83508504;410040;41;997050959;suzana@suhlab.com.br;FERNANDO
1300310000000;1;UNIDADE 01;713;COMUNIDADE VENEZA;SN;;ZONA RURAL;69240000;130030;;;;SCNES
1300310000000;2;UNIDADE 02;713;COMUNIDADE NOVO CEU;SN;;ZONA RURAL;69240000;130030;;;;SCNES
1300310000000;3;UNIDADE 03;713;COMUNIDADE SANTA MARIA;SN;;ZONA RURAL;69240000;130030;;;;SCNES
1300310000000;4;UNIDADE 04;713;COMUNIDADE BOCA DO MUTUQUINHA;SN;;ZONA RURAL;69240000;130030;;;;SCNES
5300110000000;1;RUA 5 CHACARA 180 LOTE 16 LOJA 02;561;LOTE;16;;VICENTE PIRES;72006090;530010;61;32018844;CLEINEFATIMA@HOTMAIL.COM;GECAD
3203350000000;1;PONTO DE APOIO ALTO LIBERDADE;24;ALTO LIBERDADE;SN;;ZONA RURAL;29725000;320335;27;37242952;;RITA FRISSO
3106200000000;1;ANEXO CS GLORIA;561;BARBOSA;148;;SAO SALVADOR;30881250;310620;31;32778428;csgloria@pbh.gov.br;CARINA
3106200000000;1;ANEXO DISTRITO SANITARIO;561;QUELUZITA;45;;SAO PAULO;31910000;310620;31;32776641;gervisne@pbh.gov.br;SMSAS
4106900000000;1;ENDERECO COMPLEMENTAR 1;561;VISCONDE DE NACAR;810;;CENTRO;80410200;410690;41;32240189;lilian@hospitaldeolhosdoparana.com.br;RSTOICOV
5102690000000;1;VIGILANCIA EM SAUDE;81;SAO PAULO;170;E;CENTRO;78307000;510268;65;993065202;vigilanciaambientalcj@hotmail.com;SAUDE
4313410000000;1;LABORATORIO EXAME DE ANALISES CLINICAS LTDA;561;AVENIDA DOUTOR MAURICIO CARDOSO;833;SUB 1-S.9/SUB 2-S.9;HAMBURGO VELHO;93510223;431340;51;35946350;qr@labexame.com.br;DEPIS
4103480000000;1;CENTRO DE SAUDE MANOEL GOMES DE SOUZA;561;INGLATERRA;479;SAUDE;CENTRO;87565000;410347;44;36551174;;ADMCNES
1302810000000;1;PONTO DE APOIO 01;544;SAO PEDRO JACITARA;S/N;;ZONA RURAL;69490000;130280;;;;SMSMARAA
1302810000000;2;PONTO DE APOIO 02;544;COMUNIDADE PORTO ALEGRE;S/N;;ZONA RURAL;69490000;130280;;;;SMSMARAA
1302810000000;3;PONTO DE APOIO 03;544;BETANIA JAPURA;S/N;;ZONA RURAL;69490000;130280;;;;SMSMARAA
1302810000000;4;PONTO DE APOIO 04;545;ESTIRAO DO ITAUBA;S/N;;ZONA RURAL;69490000;130280;;;;SMSMARAA
2207010000000;1;CLINICA JEFERSON TORRES;8;CONEGO CARDOSO;118;;CENTRO;64500000;220700;;;;SCNES
1600800000000;1;POSTO DE SAUDE JARILANDIA;8;PRINCIPAL;SN;ZONA RURAL;JARILANDIA;68924000;160080;;;;VITORIA
3130110000000;1;UNIDADE DE APOIO UPA - CECOVID;561;BORBA GATO;473;B;VALE DO AMANHECER;32900000;313010;31;35341648;;FRANCIS
2305230000000;1;HOSPITAL DE CAMPANHA;81;PROFESSORA ZULEIDE BEZERRA DE CARVALHO;300;;DIADEMA;62882534;230523;85;33366019;campanhahospital.hzt@gmail.com;UYARA
4100700000000;2;POSTO DE SAUDE SALTINHO DO OESTE;65;PRACA DOM BOSCO;0;EDIFICIO;SALTINHO DO OESTE;87585000;410070;;;;ADMCNES
4100700000000;3;POSTO DE SAUDE PAULISTANIA;655;AV PAULISTA;0;EDIFICIO;PAULISTANIA;87588000;410070;;;;ADMCNES
5208700000000;1;ENDERECO COMPLEMENTAR 1;81;A;561;QD. 0, LT. 1E;LESTE VILA NOVA;74645210;520870;62;35155659;apg.renascer@gmail.com;THALITA
5208700000000;1;CORAE;81;T-28;1107;QD. 59, LT. 20;SETOR BUENO;74210040;520870;62;32510306;;THALITA
5208700000000;1;PAÇO MUNICIPAL - SMS;8;DO CERRADO;999;BL. F - APM 09;PARK LOZANDES;74884092;520870;62;35241000;;THALITA
3530100000000;1;CONSULTORIO ODONTOLOGICO  EMEF EBE AURORA FERNANDES MARCOS;81;DUQUE DE CAXIAS;1123;ESCOLA;JARDIM NOSSA SENHORA;16800000;353010;18;37014000;;SCNES
4127700000000;1;CASA ABRIGO - MENINO JESUS II;81;CEU AZUL;293;;JD SANTA MARIA;85903060;412770;;;;LUIZO
4108400000000;2;POSTO DE SAUDE DIVISOR;544;LINHA DIVISOR;S/N;;ZONA RURAL;85601000;410840;;;;ELAINE
4108400000000;3;POSTO DE SAUDE RIO TUNA;544;RIO TUNA;S/N;;ZONA RURAL;85601000;410840;;;;ELAINE
2709300000000;1;CASA DO POBRRE SANTO ANTONIO 12.383.618/0003-29;8;DR HERMANO PLECH;SN;;CENTRO;57800000;270930;82;32811156;hospitalsaovicenteuniao@hotmail.com;SCNES
3512610000000;1;SÃO BERNARDO;561;RUA JOSE MAIA DE OLIVEIRA;210;;SAO BERNARDO;18745000;351260;14;996496180;saude@coronelmacedo.sp.gov.br;SILVANA
3103750000000;1;CENTRO DE ATENDIMENTO A COVID-19;81;ANTONIO RABELLO;88;ALA A;CENTRO;38465000;310375;;;;PAULA
3512810000000;1;SAUDE PRIME SERVIÇOS MEDICOSLTDA;561;RAMOS DE AZEVEDO;57;;JD BELA VISTA III;13150182;351280;19;997725554;danielasalvati@hotmail.com;351280
1505540000000;1;ENDERECO COMPLEMENTAR 1;81;RUA;310;;PRIMAVERA;68515000;150553;;;;SEMSA
2309460000000;1;ENDERECO COMPLEMENTAR 1;81;AV JOAO CORREIA DODO;0;;VILA SAO MARCOS;62755000;230945;85;33221226;;SMSOCARA
2601210000000;1;ENDERECO COMPLEMENTAR 1;8;CAPI. ARLINDO P. ALBUQUERQUE;166;;CENTRO;56509580;260120;87;38210068;;JANAINA
2313700000000;1;ENDERECO COMPLEMENTAR 1;92;LOGRADOURO;0;;SITIO;63310000;231370;;;;UMARI
2604610000000;1;ENDERECO COMPLEMENTAR 1;8;OLEGARIO FONSECA;1013;CASA;CENTRO;55940000;260460;81;36421244;pmc.saude@hotmail.com;MESTRE
4117300000000;1;ENDERECO COMPLEMENTAR 1;8;LAURINDO BARBOSA DE MACEDO;860;;CENTRO;84350000;411730;42;32771039;;THAFNYSKMSF
3151700000000;1;ENDERECO COMPLEMENTAR 1;81;ARCANJO MENDES;352;CASA;CENTRO;37757000;315170;35;32831079;;LUISPAULOLUI
3103500000000;1;ENDERECO COMPLEMENTAR 1;65;JOSE RODRIGUES ALVES;S/N;ANEXO B;CENTRO;38440248;310350;34;36903231;;310350
3522700000000;1;ENDERECO COMPLEMENTAR 1;81;ODILON NEGRAO;956;;CENTRO;14900000;352270;16;32621818;ve_itapolis@yahoo.com.br;GRAZIELA
3522700000000;3;ENDERECO COMPLEMENTAR 3;81;AV: JOSE DE BARROS RIBEIRO;805;;CENTRO;14900000;352270;16;32624118;;GRAZIELA
2914800000000;1;ENDERECO COMPLEMENTAR 1;561;NACOES UNIDAS;100;;CENTRO;45600200;291480;;;;SMSITABUNA
3302910000000;1;ENDERECO COMPLEMENTAR 1;81;ADELAIDE BADENES;400;SALA 2;CENTRO;26900000;330290;24;24843705;;SMSMP
3540710000000;1;ENDERECO COMPLEMENTAR 1;81;LUIZ GAMA;365;;CENTRO;13660047;354070;19;35852993;;ELIANE
5105210000000;1;ENDERECO COMPLEMENTAR 1;561;RUA CAMPOS SALES;660;;CENTRO;78810000;510520;66;84119695;fisioclin.fisioterapia@hotmail.com;GRACIELLE
4209410000000;1;ENDERECO COMPLEMENTAR 1;561;JOSE JONAHY;S/N;CARIOCA;CENTRO;88790000;420940;48;36476377;;420940
3516310000000;1;ENDERECO COMPLEMENTAR 1;81;PROGRESSO;902;PISO SUPERIOR;CENTRO;7901080;351630;11;44883316;;BENESA
3507900000000;1;ENDERECO COMPLEMENTAR 1;8;PAULO DELBOUX GUIMARAES;371;;CENTRO;17380000;350790;14;36538688;;ANA LUCIA
2311610000000;1;ENDERECO COMPLEMENTAR 1;561;IRMA AUGUSTA;SN;COLONIA;ANTONIO DIOGO;62791000;231160;85;33322275;smsredencao@ig.com.br;SAUDE
1502160000000;1;ENDERECO COMPLEMENTAR 1;8;JK;90;;CENTRO;68537000;150215;;;;GESTOR
4117300000000;2;ENDERECO COMPLEMENTAR 2;655;LAURINDO BARBOSA DE MACEDO;995;;CENTRO;84350000;411730;42;32772425;;THAFNYSKMSF
1501410000000;1;ENDERECO COMPLEMENTAR 1;655;GOV JOSE MALCHER;168;SALA 508;NAZARE;66035100;150140;91;32242000;SAVONITTIMIRANDA@OI.COM.BR;MELISSA
4317210000000;1;ENDERECO COMPLEMENTAR 1;81;FERNANDO FERRARI;184;SALA;CENTRO;98900000;431720;;;;CRISTIANO
3127710000000;2;ENDERECO COMPLEMENTAR 2;81;ISRAEL PINHEIRO;2025;;CENTRO;35020220;312770;33;32710196;;NEIDE
2922860000000;1;ENDERECO COMPLEMENTAR 1;8;NASCER DOS SOL;S/N;;NASCER DO SOL;46835060;292285;75;33452103;;REDENCAO
5217110000000;2;ENDERECO COMPLEMENTAR 2;8;EXPEDICIONARIO JOVINO ALVES;S/N;CENTRO ADMINISTRATIV;AEROPORTO;75640000;521710;64;34054044;saudepiracanjuba@gmail.com;SMSPBA
2600060000000;1;ENDERECO COMPLEMENTAR 1;65;DA BANDEIRA;S/N;;CENTRO;53510470;260005;81;35427839;;SCNES
2411430000000;1;ENDERECO COMPLEMENTAR 1;81;JULIETA DE MEDEIROS;SN;;CENTRO;59350000;241142;;;;SAUDE
2924300000000;1;ENDERECO COMPLEMENTAR 1;561;RUA PRESIDENTE VARGAS;129;CASA;CENTRO;46765000;292430;77;34792119;saudepiata1@bol.com.br;SLIMA
5007700000000;1;ENDERECO COMPLEMENTAR 1;81;MARTIMIANO ALVES DIAS;1211;;PRIMO MAFFISSONI;79490318;500769;;;visa@saogabriel.ms.gov.br;GESTOR
2701610000000;1;ENDERECO COMPLEMENTAR 1;81;SONIA MALTA;S/N;;CENTRO;57530000;270160;;;;SAUDE
3522110000000;1;ENDERECO COMPLEMENTAR 1;561;BENEDITO CELESTINO;17;;VILA SAO PAULO;11740000;352210;;;;RODRIGO GALA
5003310000000;1;ENDERECO COMPLEMENTAR 1;561;11 DE ABRIL;1110;CASA;FLAVIO GARCIA;79400000;500330;67;32917817;;CICERA
2705010000000;1;ENDERECO COMPLEMENTAR 1;81;SEN JUCA RIBEIRO;S/N;;CENTRO;57540000;270500;;;;2705002
3525910000000;1;ENDERECO COMPLEMENTAR 1;81;JOAQUIM MARQUES LISBOA;26;;VL PROGRESSO;13202170;352590;11;45271717;;ALEXANDRE
3522700000000;1;CENTRO DE ACOLHIMENTO AO COVID 19;655;FREI PAULO LUIG;371;;CENTRO;14900000;352270;;;;GRAZIELA
3541000000000;1;CENTRO DE ATENÇÃO PSICOSSOCIAL - RESIDENCIA TERAPEUTCA;81;COPACABANA;743;;GUILHERMINA;11701670;354100;;;;KEVIN
4116910000000;1;ENDEREÇO COMPLEMENTAR 1;81;MARECHAL MASCARENHAS DE MORAES;S/N;;CENTRO;87600000;411690;44;32520854;;GESTOR
4104660000000;1;SULMED;656;DO OURO;781;;CENTRO;84145000;410465;42;32312031;recepcaocarambei@sulmedocupacional.com.br;MESTRE
3524300000000;1;LABORATORIO EPIDEMIOLOGIA MOLECULAR;572;PROFESSOR PAULO DONTATO CASTELLANE;S/N;;VILA INDUSTRIAL;14884900;352430;16;32097156;;DOUGLAS
3549910000000;1;ENDERECO COMPLEMENTAR 1;8;PRINCESA ISABEL;1201;;SANTANA;12211620;354990;12;30192319;;JESSICA
3302210000000;1;ENDERECO COMPLEMENTAR 1;561;DEZ DE MAIO;626;SALA 306;CENTRO;28300000;330220;;;;SCNES
4214710000000;1;ENDERECO COMPLEMENTAR 1;8;TIRADENTES;700;SALA;CENTRO;89121000;421470;47;33860043;saude@riodoscedros.sc.gov.br;MASTER
3525700000000;1;VIGILANCIA SANITARIA;81;21 DE ABRIL;535;TERREO;CENTRO;15200000;352570;17;1732653037;vigilanciasanitaria@josebonifacio.sp.gov.br;3525706
3150310000000;1;ENDERECO COMPLEMENTAR 1;81;RUA DO ROSARIO;SN;CASA;CENTRO;36227000;315030;32;33351122;pievisa@gmail.com;JOELL
1400110000000;1;ENDERECO COMPLEMENTAR 1;655;VILLE ROY;1923;;CACARI;69307725;140010;;;gloriamili@hotmail.com;SMSABV
4315080000000;1;ENDERECO COMPLEMENTAR 1;81;VERA CRUZ;489;;CENTRO;98985000;431507;55;36139137;saude@portoveracruz.rs.gov.br;SAUDE
2413410000000;1;ENDERECO COMPLEMENTAR 1;31;BR427;SN;;ARECIO BATISTA;59318000;241340;;;;SAUDE
2607610000000;1;ENDERECO COMPLEMENTAR 1;8;JOAO PESSOA GUERRA;S/N;;BAIXA VERDE;53900000;260760;81;35441070;saudeilha@ig.com.br;SCNES
3131810000000;1;ENDERECO COMPLEMENTAR 1;8;GETULIO VARGAS;221;;CENTRO;35280000;313180;33;32471872;;SAUDE
3525910000000;3;ENDERECO COMPLEMENTAR 5;8;DA LIBERDADE;S/N;ALA NORTE - DACA;VL BANDEIRANTES;13214015;352590;11;45898849;hmello@jundiai.sp.gov.br;ALEXANDRE
2611110000000;1;ENDERECO COMPLEMENTAR 1;81;SAO JOSE;440;;CENTRO;56302270;261110;87;38642738;;JOAOP
3534600000000;1;VIGILANCIA SANITARIA DE OSVALDO CRUZ;81;ENG KIEFFER;SN;;CENTRO;17700000;353460;18;35284677;visa.oc@osvaldocruz.sp.gov.br;FCES
3536500000000;1;ENDERECO COMPLEMENTAR 1;81;CAFE FILHO;161;;SANTA CECILIA;13140000;353650;19;39331355;;GESTOR
5002700000000;2;ENDERECO COMPLEMENTAR 2;8;DO POETA;S/N;BL 07;JARDIM VERANEIO;79031902;500270;67;33181722;;HEIDY
4125610000000;1;ENDERECO COMPLEMENTAR 1;81;R: 21 DE SETEMBRO;355;;CENTRO;83900000;412560;42;39127078;;SIRLEI
3502800000000;1;ENDERECO COMPLEMENTAR 1;561;MINAS GERAIS;185;;VILA MENDONCA;16015160;350280;18;36237370;sr09.adm@sucen.sp.gov.br;CCPMS
2800300000000;1;ENDERECO COMPLEMENTAR 1;561;DUQUE DE CAXIAS;140;;SAO JOSE;49015320;280030;;;;TALITA
3501810000000;1;ENDERECO COMPLEMENTAR 1;561;NOSSA SENHORA APARECIDA;687;TERREO;CENTRO;15550000;350180;17;34451291;;3501806
1505540000000;1;ENDERECO COMPLEMENTAR 1;81;GRAJAU;79;NUCLEO;SERRA DOS CARAJAS;68515000;150553;;;;SEMSA
3141910000000;1;ENDERECO COMPLEMENTAR 1;655;GETULIO VARGAS;214;;CENTRO;37447000;314190;;;;GESTOR
2304300000000;1;ENDERECO COMPLEMENTAR 1;92;SAO VICENTE;S/N;;ZONA RURAL;63185000;230430;88;35441258;saudefb@oi.com.br;230430
3557100000000;1;ENDERECO COMPLEMENTAR 1;81;MARIA DE FREITA LEITE;2944;;VILA NOVA;15501215;355710;17;34216636;fac-votuporanga@saude.sp.gov.b;CNES22
2513410000000;1;ENDERECO COMPLEMENTAR 1;81;RUA ABDON NOBREGA;SN;;CENTRO;58600000;251340;;;;SANTALUZIA
3522310000000;1;ENDERECO COMPLEMENTAR 1;81;PEDRO MARQUES;52 A;;CENTRO;18200270;352230;15;32721268;;FABIO
1506800000000;1;ENDERECO COMPLEMENTAR;8;SAO SEBASTIAO;1244;;SANTA CLARA;68005130;150680;93;35226714;;SEMSA
3125810000000;1;ENDERECO COMPLEMENTAR 1;65;JOAO MOREIRA DOS SANTOS;2;;CENTRO;35135000;312580;33;32371278;;SAUDE
3200210000000;2;ENDERECO COMPLEMENTAR 2;562;MARJOR QUINTINO;96;VIGIL. EPIDEMIOLOG;CENTRO;29500000;320020;28;35521486;;SAUDE
3168810000000;1;ENDERECO COMPLEMENTAR 1;81;MANOEL MORAIS BATISTA JUNIOR;502;;PARQUE DAS ABELHAS;36325000;316880;32;33551558;smstiradentes@gmail.com;SAUDETIR
4205400000000;2;ENDERECO COMPLEMENTAR 2;81;FELIPE SCHMIDT;774;EDIFICIO MONTREAL;CENTRO;88010002;420540;48;32218400;dive@saude.sc.gov.br;TIAGO SES
3104210000000;1;ENDERECO COMPLEMENTAR 1;81;GETULIO VARGAS;149;PREDIO ANEXO;CENTRO;35598018;310420;37;33522450;visa.saude@arcos.mg.gov.br;DAVID
4319130000000;1;ENDERECO COMPLEMENTAR 1;8;24 DE JANEIRO;568;;CENTRO;97190000;431912;55;32771122;;SAUDE
3514010000000;1;ENDERECO COMPLEMENTAR 1;656;JOAO BERTONHA;15;SALA 1;CENTRO;15980000;351400;16;33869022;;DIR07
3514010000000;3;ENDERECO COMPLEMENTAR 3;656;JOAO BERTONHA;15;SALA 2 BLOCO1;CENTRO;15980000;351400;16;33869006;;DIR07
5107040000000;1;ENDERECO COMPLEMENTAR 1;81;RIO DE JANEIRO;601;;CENTRO;78850000;510704;66;34981727;;HEBYPVA
3159360000000;1;ENDERECO COMPLEMENTAR 1;8;DOS PIONEIROS;68;;CENTRO;35326000;315935;33;33266000;;CLEIDE
3551710000000;1;CONSULTORIO DRA. ADRIANE KÁTIA GUIMARÃES;561;ANTONIO FURLAN JUNIOR;1739;;CENTRO;14160700;355170;;;;AUDITORIA
3551710000000;1;LAIZ TORRES REATO;656;AV. AFFONSO TRIGO;1058;;SAO JOAO;14160350;355170;;;;AUDITORIA
3554100000000;1;UNIDADE DE VIGILANCIA SANITARIA;8;JOSE ROBERTO BUENO DE MATTOS;S/N;SETOR 2;ESPLANDA INDEPENDENC;12040860;355410;12;36317903;;DAVID
2602910000000;1;ENDERECO COMPLEMENTAR 01;561;SEVERINO BEZERRA NARQUES;40;;CENTRO;54510390;260290;;;;SAUDE
3516200000000;1;FATURAMENTIO;561;2;1234;;CENTRO;14402494;351620;16;37134399;;123456
1302600000000;1;CPDE VIEIRALVES;81;PARA;369;;NOSSA SENHORA DAS GR;69053575;130260;92;32338136;;CPDEE
1302600000000;2;CPDE CIDADE NOVA;81;PROFESSOR FELIX VALOIS;105;CIDADE NOVA ETAPA 1;CIDADE NOVA;69095010;130260;92;32338136;;CPDEE
1302600000000;3;CPDE MILLENIUM;8;DJALMA BATISTA;1661;SALA 105 NIVEL G-1;CHAPADA;69050010;130260;92;32338136;financeiro@laboratoriocpde.com.br;CPDEE
1302600000000;4;CPDE TARUMÃ;8;TARUMA;1169;;PRACA 14 DE JANEIRO;69020440;130260;92;32338136;financeiro@laboratoriocpde.com.br;CPDEE
1302600000000;5;CPDE CRISTAL;8;JORNALISTA UMBERTO CALDERARO FILHO;455;LJ 02 EDIF CRISTAL;ADRIANOPOLIS;69057015;130260;92;32338136;financeiro@laboratoriocpde.com.br;CPDEE
3170110000000;1;CENTRO DE CONVENIENCIA CASA DE MARIA;658;SATURNINO LEITE BARBOSA;192;;PARQUE DAS AMERICAS;38045460;317010;34;33197600;juridico@funepu.com.br;VALDERI
1301860000000;1;CENTRO SOCIAL DO LAGO DO UBIM;499;LAGO DO UBIM;1;;RURAL;69415000;130185;;;;FCESS
1301860000000;2;ESCOLA DO LAGUINHO;499;LAGUINHO;1;;RURAL;69415000;130185;;;;FCESS
1301860000000;3;CENTRO SOCIAL DO PARANA DO ARIAU;499;PARANA DO ARUAU;1;;RURAL;69415000;130185;;;;FCESS
3300700000000;2;CENTRO DE DIAGNOSTICO CITOLOGICO LTDA 1;8;INDEPENDENCIIA;S/N;L 16 QD 15;UNAMAR;28928970;330070;22;26465910;ANNECDC@OUTLOOK.COM;SMSCF
3300700000000;3;CENTRO DE DIAGNOSTICO CITOLOGICO LTDA;81;BARAO DO RIO BRANCO;9;LOJA 02;PASSAGEM;28906170;330070;22;2465910;ANNECDC@OUTLOOK.COM;SMSCF
3303310000000;1;EDIFICIO;561;MIGUEL DE FRIAS;150;1310;ICARAI;24220003;330330;21;36460264;gulirs2@hotmail.com;DECAU
2602110000000;1;PONTO DE APOIO POVOADO QUEIMADAS;92;QUEIMADAS;S/N;;ZONA RURAL;55330000;260210;;;;SCNES
5222010000000;1;RUA;561;1;SN;;CENTRO;75265000;522200;;;;VIANOPOLIS
5008310000000;1;AMBULATORIO DE SAUDE MENTAL;561;ALFREDO JUSTINO;66;;CENTRO;79600100;500830;67;39291289;ambusaudemental@treslagoas.ms.gov.br;SAUDE
4106900000000;1;ESTACIONAMENTO;8;SENADOR SALGADO FILHO;3100;LOJA4;UBERABA;81570000;410690;41;32764203;;DRACHADEL
5300110000000;1;ESPAÇO LINCE;77;SGAS;902;BLOCO A - SALA 203;ASA SUL;70390020;530010;61;32026971;audrey.braga@espacolince.com;GECAD
2927410000000;1;HEMOCENTRO SAO LUCAS - BARRA;81;COMENDADOR BERNARDO CATARINO;1;;BARRA;40130040;292740;;;contabil@gsistema.com.br;CNESSUS
3147100000000;1;UBS DOM BOSCO;81;LONDRINA;305;;JARDIM BEATRIZ;35660001;314710;;;;MESTRE
4205400000000;3;LABORATORIO NOSSA NOSSA SENHORA DE FATIMA;81;FRANCISCO MAGNO VIEIRA;2041;SALA 03;RIO TAVARES;88048000;420540;;32260055;labfatima@labfatima.com.br;VIVIANE
2207000000000;1;PA DO SOIZAO;95;PROJETO SOIZAO;S/N;ESCOLA;SOIZAO;64500000;220700;;;;SCNES
4310100000000;1;EXTENSÃO ATENDIMENTO PLANO DE CONTINGÊNCIA COVID-19;561;R. ARLINDO GEIS;255;;CENTRO;95650000;431010;51;995086586;;SAUDE
1501500000000;1;01 CASA DE APOIO;713;MARAVILHA - CENTRINHO;0;RIO TAIASSUI;TAIASSUI;68795000;150150;91;37712706;;SCNES
3525900000000;1;POLICLINICA HORTOLANDIA- COVID 19;81;ALEXANDRE LUDKE;780;;CIDADE ADMINISTRATIV;13214020;352590;;;;ALEXANDRE
4107500000000;1;UNIDADE DE FIGUEIRA DO OESTE;8;PIQUIRI;S/N;FIGUEIRA DO OESTE;FIGUEIRA DO OESTE;87270000;410750;44;35378107;smseb_adm@hotmail.com;JOSIVERA
2207000000000;1;US CARAIBAS;95;POVOADO CARAIBAS;S/N;;ZONA RURAL;64500000;220700;;;;SCNES
2306300000000;1;OITICICA;92;OITICICA;SN;;IRATINGA;62600000;230630;;;;ITAPAGE
2700500000000;1;CENTRAL DE TRIAGEM SAO SEBASTIAO COVID 19;655;AVENIDA BENEDITO CASADO;SN;AV PRINCIPAL CIDADE;CENTRO;57925000;270050;82;32911588;;SAUDE
